,origin,tweet,label
447,ARC,من أجل الصين نصلي 😞  صورة مسربة من مدينة #ووهان في الصين تظهر حجم الناس الذي تنهار في الشوارع بسبب #فيروس_كورونا 😷,False
448,ARC,إلتقطت هذه الصورة صباح اليوم الاحد لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜 ويايمني مايهزك ريح ??😂 #كورونا,False
449,MFH,💣قنبلة على المباشر👇 مباشرة من #البيت_الأبيض لم ينتبهوا للكاميرا!! مقطع مسرب لفريق عمل ترامب يتكلمون عن  #كورونا_فيروس  بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا!!  https://t.co/OEvVl90LxZ,False
450,ARC,#معلومة_متداولة : أن استنشاق بخار الماء يقتل فيروس كورونا ١٠٠% اذا كان موجود  في الرئتين  أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة ..  ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق .#COVID2019 #coronavirus #كورونا #كلنا_البليدة #الجزائر ,False
451,MFH,3104 اصابة في لبنان بفيروس #كورونا #سنموت_بعد_قليل,False
452,MFH,الفرق بينك وبين اللي معو كورونا، انه هو عمل فحص وإنت لا.,False
453,ARC,المسلمين في الهند في اضطهاد كبير وسائل الإعلام تتهمهم بنشر #فيروس_كورونا وهناك مستشفيات ترفض استقبال المصابين من كورونا وهجوم على المساجد ويتعرضون للطرد من منازلهم والتشريد في الشوارع.   اتكلموا عن اخواتنا المسلمين المستضعفين في كل مكان وصل صوتهم للعالم,False
454,ARC,لون الكمامة الطبية الأبيض و الأزرق يختلف فالجهة البيضاء مسؤولة عن التعقيم فإن كنت مصاب وأردت أن تحمي الناس من حولك يجب أن تضع الجهة البيضاء إلى الداخل أما الجهة الزرقاء فهي لتجنب العدوى وحماية نفسك من الاخرين الجهة البيضاء إلى الخارج و الزرقاء على فمك  #فيروس_كورونا @IshrafWas,False
455,4IF,🚨 أخيراً ولأول مره ، #منظمة_الصحة_العالمية تعلن خبر إيجابي وتبشر عن لقاح محتمل ضد فايروس #كورونا .. ! https://t.co/zhYlaOVurD,False
456,ARC,عاجل | كشفت مصادر موثوقة في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين,False
457,ARC,الكثير من الصينيين يشاركون فديوهات عن انتشار الغربان فالصين وهذه واحده منها مع التعليق 👇🏻👇🏻 مع الانتشار السريع لوباء الالتهاب الرئوي في ووهان ، تحلق العديد من مجموعات الغربان في هوبى وخنان وحتى تيانجين! كم من الناس سيموتون! !  #كورونا_الصين,False
458,ARC,📌⇦زعيم كوريا الشمالية يقول :  ان فيروس #كورونا لن ينتشر في بلاده لانه سوف يتم اعدام اي شخص يصاب بهذا المرض .😢😁😁 صاحب الحلول السريعه.😅  ツ,False
459,ARC,انقلب السحر على الساحر .. اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره .... مخترع ( فايروس كورونا ) ٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ العالم الأمريكي الذي اخترع فايروس كورونا كسلاح,False
460,4IF,حذاري من اللقاح المطور روسياً ضد #فيروس_كوفيد19 على عجالة، فلقد تجاوز المرحلة الثالثة من تجارب اللقاحات.. والتاريخ ارّخ العواقب الصحية الوخيمة عند استعجال تصنيع اللقاحات للعامة #روسيا #CoronavirusVaccine #COVID19 https://t.co/U08FT4fHDw,False
461,ARC,#فيروس_كورونا اختبار بسيط في 10 ثواني يعرفك هل انت مصاب بفيروس كورونا ام لا | مهم جدا&lt;br&gt;,False
462,ARC,عاجل الحكومة الصينية تعلن رسميا عن نجاح المصل المصري المقدم من وزيرة الصحة المصرية بالقضاء فيروس كورونا..تفاصيل -,False
463,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم،,False
464,ARC,⚠ كل شي من الله خير  الغبار هو القاتل الاول للفيروسات المسببه للامراض ، اللهم لك الحمد والشكر ، اللهم اعطنا خيرها واكفنا شرها 🤲♥️ #الغبار #كورونا #تعليق_الدراسه_القصيم,False
