"full_text","source"
"#عاجل: انقطاع الكهرباء يتسبب بمرور بابا نويل فوق سوريا ولبنان دون ملاحظتهما https://t.co/Xf91OXnEl5","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"توقعات الحدود لأهم الأحداث التي تشهدها بلدان المنطقة، تأتيكم من عرافة الحدود بلقيس. صاحبة السجل الحافل من التوقعات الدقيقة والتي تحدث فعلاً، مثل ارتفاع أسعار النفط وأزمة الطاقة وتدني مستواك المعيشي وحصولها على زيادة العام الماضي من أبو صطيف. https://t.co/liEYV1DLER","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"بعد تمرير مقالاتنا على معامل الحدود المركزية لتحليل البيانات بتقنية النانوسنتورو، يسرنا أن نقدم لكم المقالات الأكثر قراءة وتداولا لهذا العام: https://t.co/pxyzAFInSB","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"للمرة الأولى في تاريخه المهني يعترف بابا نويل بأنّ ك** الأطفال ويلعن الساعة التي اختار فيها هذه المهنة البائسة 

https://t.co/kgewVbybQk","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#درر_الحدود https://t.co/KQgcWmzE8r","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"هل أنت متأكد من أنّ السيسي لن يبيع مصر بالمزاد قبل عام ٢٠٣٠؟ 

هل يستحق هذا الخبر فرصة بالفوز في جائزة الحدود للصحافة العربية #جحصع؟ صوت له عن فئة #صرة_الدنانير هنا
https://t.co/jMKRu5CO4T https://t.co/FpxBLvA1Rj","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم https://t.co/lb9v14byyx","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"توقعات الحدود لأهم الأحداث التي تشهدها بلدان المنطقة، تأتيكم من عرافة الحدود بلقيس. صاحبة السجل الحافل من التوقعات الدقيقة والتي تحدث فعلاً، مثل ارتفاع أسعار النفط وأزمة الطاقة وتدني مستواك المعيشي وحصولها على زيادة العام الماضي من أبو صطيف. https://t.co/8ytPWa5FX2","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"بعد تمرير مقالاتنا على معامل الحدود المركزية لتحليل البيانات بتقنية النانوسنتورو، يسرنا أن نقدم لكم المقالات الأكثر قراءة وتداولا لهذا العام: https://t.co/GJNnWi6c7n","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"خدمة الحدود لتجنيب القرّاء فتح المقال ليجدوا الجواب في السطر الأخير https://t.co/dkeoQoOaVs","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"وفوق كل هذا الألم البيولوجي، فأنت لا تشرب المياه إلا عندما تكون مخلوطةً ببُن أو مواد غازية أو فودكا مع البرتقال 
https://t.co/xQxH5RFIeA","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم https://t.co/TzUqws9z00","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"إن هذا القرار لا يُلزِم الفريق بأي عطلة -بما في ذلك أيام الجمعة- وعليه، يمكنهم الاستمرار بالعمل خلال غيابي، مع الالتزام بمراجعة نائبي وقرّة عيني سمو ولي العهد صطيف اللوز للحصول على الموافقة قبل نشر أي حرف.

وكل عام وأنا بخير
أبو صطيف الأول https://t.co/hpVHZeNjlF","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"مكتب جلالة ملك الحدود

بيان هام

بمناسبة أعياد الميلاد ورأس السنة، يسرّنا، نحن جلالة أبو صطيف بكر علي أحمد اللوز، التوجه لنا بأحر التهاني، وإعلان عطلة رسمية لنا اعتبارا من هذه اللحظة حتى مساء الأحد ١-١-٢٠٢٣، أو بعده بيومين. +","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"بعد تمرير مقالاتنا على معامل الحدود المركزية لتحليل البيانات بتقنية النانوسنتورو، يسرنا أن نقدم لكم المقالات الأكثر قراءة وتداولا لهذا العام: https://t.co/czwF1jsLvk","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"رياض سلامة: الحاكم المركزي لموقع الشرق اللبناني 

هل يستحق هذا الخبر فرصة بالفوز في جائزة الحدود للصحافة العربية #جحصع؟ صوت له عن فئة #صرة_الدنانير هنا
https://t.co/jMKRu5CO4T https://t.co/kK450eoz7r","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#ليتها_الحدود

https://t.co/fX4oskfDud","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"ورغم صدور بيان من الديوان الملكي يؤكد احتواء عبد الله الحكيم للأزمة وإعادته الاستقرار والتوازن إلى برواز الصورة، إلّا أنّ البيان ذاته أشار إلى مخاوف أخرى تشغل بال الملك..
 
https://t.co/I3FUIz5FkO","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"شكراً لكم على مشاركتكم في الحدث الأهم ل٢٠٢٢، كما نشكر كافة المنافسين الذين أمتعونا على مدار الأسبوع بنتائج لم نكن نتوقعها، سواء بانتصارات مفاجئة كفوز حسن نصرالله على محمد بن سلمان في الدور الأول، أو بتقديم أداء مخيّب مثل سقوط السيسي في أول امتحان. بالتوفيق للجميع العام المقبل.","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"كما نهنئ حصان البطولة الأسود، محمود عباس، الذي خالف توقعات الجميع بوصوله للنهائي، في منافسة نتمنى أن تكون الأخيرة له.+","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"متسلحاً بخبرة عقد من الدمار والمجازر والتعذيب على كل منافسيه، مكتسحاً نسب التصويت تماماً كما اعتاد أن يفعل في انتخاباته الرئاسية. مبروك بشار، وألف مبروك للسوريين على أنه رئيس بلادهم، ولا عزاء لكل من شكك بقدرته على الفوز في انتخابات نزيهة وحرة.+","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"الفائز
حماة الديار عليكم سلام، وأما بعد …
الفائز بلقب بطولة كأس الملك أبو صطيف بكر علي أحمد اللوز كأسوء زعيم لهذا العام هو …
سيادة الفريق الركن الدكتور الرفيق الطليعي بشار حافظ الأسد، أبو حافظ. + https://t.co/Feeo11ON4f","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم https://t.co/mRIMTwSr7S","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"صبّ عبد الفتاح جام غضبه على المصريين متهماً إياهم بالبخل والأنانية وتفضيلهم الذهاب إلى وظائفهم بالأتوبيس عوض المشي والتبرع بسعر التذكرة لخاطر مصر 

https://t.co/AfHeCoO4U9","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"أي الزعيمين أكثر سوءاً؟ صوِّت لمن يستحق الفوز بجائزة كأس الملك أبو صطيف بكر على أحمد اللوز للزعيم الأسوأ ٢٠٢٢.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"بعد تصويت الآلاف على مدار الأسبوع الماضي، وصلنا أخيراً إلى لحظة الحسم. النهائي المنتظر بين أبرز مجرمي المنطقة وأبطال أولمبياد المعاناة. https://t.co/79OYh95TPj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"شرعية الغاب https://t.co/LcJ03EfK06","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم https://t.co/QkrvwJvtzI","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"اتّسم بتواضع غير مسبوق ورضي بلقب ""أمير الفقراء"" بدلاً من ملكهم، كما امتلك فصاحة لسان جعلته نداً لا يستهان به لقادة العرب الآخرين في زخرفة خطابات بلا معنى. https://t.co/egEtKbTb6C","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"يبدو أن المحرر أعجبه عنوان فرعي في مادة الفيفا الأصلية وبنى عليه مادة أخرى من وحي جلالة الملك 

هل يستحق هذا الخبر فرصة بالفوز في جائزة الحدود للصحافة العربية #جحصع؟ صوت له عن فئة #الكذب_الصريح هنا:
https://t.co/jMKRu5CO4T https://t.co/xQIHD7U2Mf","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"واستهجنت إسرائيل ذاكرة الفرنسيين القصيرة وتكبّرهم على استقبال المحامي المقدسي صلاح الحموري المطرود بينما كانوا هم من شحنوا ٧٠ ألف يهودي من مرفأ مرسيليا بعد الحرب العالمية الثانية إلى فلسطين  

https://t.co/hHMf177VYt","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#إعلانات_الحدود https://t.co/OdLJ7t3spr","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"إنه نصف نهائي الخبرة والتكتيك والتشبث في كراسي الحكم في أصعب الظروف وأحلك الأيام، فأحدهما نجح في تطوير أسلحة وهراوات يقمع بها شعبه ويقتلهم رغم عزله عن العالم، والآخر حقق نفس النتيجة بحصوله على أدوات القمع من عدوه المباشر ومحتل أرضه!.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"ربما تكون هذه المواجهة الأقوى في تاريخ البطولة، فهل سجن السيسي وقتل وعذَّب ما يكفي من ناشطين ومعارضين لينتصر على أسطورة المعتقلات والمقابر الجماعية؟ وهل تفوقت خطابات الأسد بطولها وخلوها من أي معنى على ارتجالات السيسي وخروجه عن النص؟","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"وصلنا إلى المربع الذهبي!. هؤلاء الزعماء ذاع صيتهم بعد إبداعهم في فضح عرض بلادهم وشعوبهم، ونالوا شرف الوصول لمرحلة متقدمة من بطولة كأس الملك أبو صطيف بكر على أحمد اللوز للزعيم الأسوأ ٢٠٢٢. فأيُّهم سيصل نهائي الحلم ويدخل التاريخ من أوسع أبوابه؟
صوتوا لزعمائكم المفضلين. https://t.co/LR40KiU3TF","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"وأعلن مازن عن قرار الحكومة بحظر تطبيق تيك توك انطلاقاً من حماية صحة المواطن الأردني النفسية والوطنية التي قد تتدهور إثر مشاهدة فيديوهات عنيفة أو صور قاسية تصله من مدن الجوار 
https://t.co/y49q78fhXG","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"#حظك_اليوم https://t.co/jbo4ihoYaQ","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"بما أنك لا تملك خياراً آخر في ظل بقائك ضمن الطبقة المسحوقة ولا تستطيع حتى شراء توك توك مستعمل، عليك التعود على جميع السلوكيات الغريزية التي تراها في حظائر النقل العام والتكيف معها، وتعلم تقنيات المراوغة والمرونة لتحظى بشرف الجلوس خلال رحلتك في حضن أحد الغرباء. https://t.co/MMh6gH9rSt","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
"وتأسف سعيد على عجز العلم عن استنساخ نسخ أخرى منه يُتاح للتونسيين الإدلاء بأصواتهم لها في الانتخابات التشريعية أو البلدية أو في انتخابات عريف الصف بين طلاب المدارس. 

https://t.co/H98Q0WHuaF","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
